32	0.00195694
64	0.00636196
128	0.021606
256	0.103668
512	0.69682
1024	5.42873
32	0.00485723
8	0.000809021
8	0.000895417
8	0.00163568
8	0.0026829
8	0.00241972
8	0.014628
8	0.0116318
8	0.0184834
8	0.0090264
8	0.0151491
8	0.017726
8	0.0148565
8	0.0172985
8	0.00593277
8	0.0143478
8	0.0124296
8	0.0119672
8	0.0108993
8	0.0127347
8	0.0116316
8	0.0105288
8	0.0101236
8	0.00699903
8	0.00935788
8	0.0152158
8	0.00596178
8	0.00482771
8	0.00102687
8	0.00612964
8	0.00232138
8	0.00938771
8	0.00509046
8	0.00827865
8	0.00092504
8	0.0142629
8	0.0138191
8	0.0129736
8	0.0130247
8	0.0114694
8	0.0134195
8	0.0135017
8	0.013001
8	0.0151648
8	0.0120558
8	0.00915944
8	0.000995361
