4	0.000391
10	0.002742
15	0.020939
20	0.026376
30	0.350170
35	4.681791
10	0.002508
10	0.002346
10	43.144454
10	43.138587
10	43.142831
10	43.110131
10	0.002534
10	0.002373
10	0.002178
10	0.001880
10	0.002007
10	0.002173
10	0.002583
10	0.001643
10	0.002903
10	0.002246
10	0.002053
10	0.001594
10	0.002024
10	0.001921
10	0.002160
10	0.002192
10	0.003490
10	0.002225
10	0.002112
10	0.001852
10	0.001907
10	0.001881
10	0.003782
10	0.002287
10	0.003689
10	0.002090
30	0.291956
30	0.306790
30	0.293001
30	0.305536
30	0.309058
30	0.291136
30	0.284433
30	0.231375
20	0.054829
20	0.054982
10	0.001903
